Test,Level,Domain,Type,Testlet Name,Testlet Location In Stage,Testlet Node,Testlet Max. Score, Item Subdomain,Item Descriptor,Item Difficulty,Item Max. Score,Correct Answer,Item Type,Marking Type,Exemplar URL
Test.TestContent.TestName,Test.TestContent.TestLevel,Test.TestContent.TestDomain,Test.TestContent.TestType,Testlet.TestletContent.TestletName,Testlet.TestletContent.LocationInStage,Testlet.TestletContent.Node,Testlet.TestletContent.TestletMaximumScore,Item.TestItemContent.Subdomain,Item.TestItemContent.ItemDescriptor,Item.TestItemContent.ItemDifficulty,Item.TestItemContent.MaximumScore,Item.TestItemContent.CorrectAnswer,Item.TestItemContent.ItemType,Item.TestItemContent.MarkingType,Item.TestItemContent.ExemplarURL
